Run,Image,SSIM,MSE
10,random_image_6.jpg,0.823826665895304,28.448873177198408
10,random_image_2.jpg,0.7844953825399152,67.27158749427849
10,random_image_3.jpg,0.8528521842059538,42.51008548900623
10,random_image_1.jpg,0.9338219724340472,18.791952583688122
10,random_image_10.jpg,0.8878870790392366,36.564499350385525
10,random_image_8.jpg,0.8355484985204275,14.788502511249488
10,random_image_9.jpg,0.816407941831002,17.718855792850718
11,random_image_4.jpg,0.8222425362468146,16.7507794446686
11,random_image_5.jpg,0.8841847746050576,19.81020066889632
11,random_image_7.jpg,0.8717699181389782,18.833256406695476
11,random_image_6.jpg,0.823826665895304,28.448873177198408
11,random_image_2.jpg,0.7844953825399152,67.27158749427849
11,random_image_3.jpg,0.8528521842059538,42.51008548900623
11,random_image_1.jpg,0.9338219724340472,18.791952583688122
11,random_image_10.jpg,0.8878870790392366,36.564499350385525
11,random_image_8.jpg,0.8355484985204275,14.788502511249488
11,random_image_9.jpg,0.816407941831002,17.718855792850718
12,random_image_4.jpg,0.8222425362468146,16.7507794446686
12,random_image_5.jpg,0.8841847746050576,19.81020066889632
12,random_image_7.jpg,0.8717699181389782,18.833256406695476
12,random_image_6.jpg,0.823826665895304,28.448873177198408
12,random_image_2.jpg,0.7844953825399152,67.27158749427849
12,random_image_3.jpg,0.8528521842059538,42.51008548900623
12,random_image_1.jpg,0.9338219724340472,18.791952583688122
12,random_image_10.jpg,0.8878870790392366,36.564499350385525
12,random_image_8.jpg,0.8355484985204275,14.788502511249488
12,random_image_9.jpg,0.816407941831002,17.718855792850718
13,random_image_4.jpg,0.8222425362468146,16.7507794446686
13,random_image_5.jpg,0.8841847746050576,19.81020066889632
13,random_image_7.jpg,0.8717699181389782,18.833256406695476
13,random_image_6.jpg,0.823826665895304,28.448873177198408
